reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
5e520f5f-974a-409c-bbea-20f760faa5fc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus,4,0,11.9.0,2024-07-03 01:49:09,,,11.9.0
513c8d73-942f-4f94-ab3d-e0daa46d539c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Iklan terlalu lama saat akan menyimpan video,1,0,12.1.1,2024-07-03 01:48:20,,,12.1.1
23f19295-3ec2-448c-891f-83c2c6c29578,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus aplikasi nya aku kasih bintang 5 deh,5,0,,2024-07-03 01:48:05,,,
92fe50c0-c4cb-48f9-8ae3-0b5b8db0fada,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Cukup bagus,5,0,12.1.1,2024-07-03 01:47:24,,,12.1.1
7aa3bdeb-813a-4a45-abde-6a8e0ddd7139,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ini bgusss bgtt editanyaa👍👍,4,0,,2024-07-03 01:47:21,,,
7bb256a7-362b-475b-82f0-5dc8e7a7fe8f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Capcut ini 😎👍😎👍👍👍👍👍👍,5,0,,2024-07-03 01:46:52,,,
50f5ef3a-e729-4bf9-85c6-c59e5f244dd1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Keren mantap mudah,5,0,12.1.1,2024-07-03 01:45:24,,,12.1.1
e77ba345-5625-4bd3-a4e0-c539c5a2ff8a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,❤,5,0,11.9.0,2024-07-03 01:45:02,,,11.9.0
e6a1b124-4a06-4e4b-9f36-4ef399eb4c3f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Q suka capcut,5,0,,2024-07-03 01:42:02,,,
76716295-8830-4c6c-adb0-aa8d2815ad5c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"gak bisa di unduh udh berkali² di coba masih gak bisa, kesel udh berapa hari masih gak bisa, tolong dong di perbaiki klo gak ada capcut gimana mau ngedit jedag jedug 😭😭",1,0,,2024-07-03 01:41:17,,,
0b83f26f-2451-40ab-b18c-72ed16b16463,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Apk ini sangat memudahkan saya dalam pengeditan vedeo,namun ada beberapa kesalahan beberapa hari ini di saat saya sedang melakukan proses memuat efek selalu berhenti di 30%",2,0,12.0.0,2024-07-03 01:35:04,,,12.0.0
8896e5f9-d999-4d9b-840d-bdd0f3d4fcc1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Seru,1,0,11.6.0,2024-07-03 01:34:31,,,11.6.0
0bd8e279-f2f8-4264-810b-876824bc1e13,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus sih tapi masih ada bug nya dan jangan ada pro dong,4,0,,2024-07-03 01:33:53,,,
10bbfb0e-05ac-4812-ad9e-95e9886bd5ad,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"kok sekarang banyak banget iklan ya? dan klo expor harus ngiklan dulu, di bikin kayak dulu aja biar enak, bagus sih apk nya makin maju juga, tapi iklannya kebanyakan 😭",3,0,11.9.0,2024-07-03 01:33:12,,,11.9.0
e750d838-054f-4dc3-8ba7-2b0866db6273,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus sih tapi kenapa sekarang harus pake Kouta 😭,3,0,12.1.1,2024-07-03 01:31:33,,,12.1.1
de48efc7-6dc5-4894-9df2-85d863afa2a9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mengingtal nya lama,2,0,,2024-07-03 01:30:33,,,
4751f299-386d-4805-bb28-e6e1a05d25ae,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aku suka pke ini mudah dlm ngditt tapi mb ny bnyk kali buat ram ku yg 2gb,5,0,,2024-07-03 01:29:21,,,
26c2b7d5-5289-4be9-9d34-a62a88056feb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Iklan nya banyak banget gilaaa,1,0,12.1.1,2024-07-03 01:28:57,,,12.1.1
2defbc83-497b-4590-b4fb-ffcd98ac61f9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sorry kebanyakan iklan sekarang, efek efek juga kebanyakan jadi PRO",1,0,12.0.0,2024-07-03 01:28:33,,,12.0.0
48b3e712-3b3a-4bbf-b752-a3ec07400d23,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi ya sangat bagus 👍,5,0,12.0.0,2024-07-03 01:26:36,,,12.0.0
8cd146a8-cc52-4330-991d-69fe12d00f2e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangat berguana,5,0,,2024-07-03 01:25:33,,,
29be4474-dd98-4c44-bad3-641564bea8a2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus👍🏻,5,0,12.1.1,2024-07-03 01:25:02,,,12.1.1
3c97f8c1-5933-4a73-a37d-76525dab6403,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mantap banget pokok nya tiada dua nya,5,0,12.1.1,2024-07-03 01:24:32,,,12.1.1
b16226b3-cc29-4b8a-8363-1ae52d21f44f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Terimakasih 🙏🙏🙏,5,0,,2024-07-03 01:20:51,,,
7cdfeb24-1927-4768-af66-92fb3f8b71b7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"kebanyakan iklan,dlu g ad tuh kalau mau ekspor video iklan² dlu,butuh duit y?",1,0,12.1.1,2024-07-03 01:20:07,,,12.1.1
7bf968d2-1c17-49ad-8047-772cbb3441e6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangat membantu,5,0,12.1.1,2024-07-03 01:18:13,,,12.1.1
91b0a163-2261-425e-ba4a-177b1f1d06d7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus sih apk ☝️,5,0,,2024-07-03 01:15:37,,,
2ffa0957-7c68-4cf8-9885-3ca48e9571cc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,oke,5,0,,2024-07-03 01:13:41,,,
1b74bc83-cec0-4433-9379-a80e3a264ee9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap bos ku,5,0,12.0.0,2024-07-03 01:13:05,,,12.0.0
afca17d8-f740-49bf-978c-30b1347b61b2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Apk ini keren tapi saya tidak suka karna terlalu mudah,2,0,,2024-07-03 01:11:44,,,
8033d429-d9f9-45d1-8d50-e9903e690d1b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tempat nya gak bagus,3,0,12.1.1,2024-07-03 01:09:41,,,12.1.1
7e07a805-b316-40e9-aeaf-1f422ea88c6a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mantap,5,0,12.0.0,2024-07-03 01:08:30,,,12.0.0
50df5a88-688a-4225-9c98-67d6258d0cba,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangat keren,5,0,12.1.1,2024-07-03 01:07:42,,,12.1.1
81dd61d2-bba7-48dd-9769-1391156bbcc6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bintang lima tapi tambahin fiturnya,5,0,12.1.1,2024-07-03 01:06:25,,,12.1.1
7a733e9d-4786-4f40-a8d2-0079e17b0056,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Apk nya bagus,5,0,12.1.1,2024-07-03 01:05:54,,,12.1.1
f7b4a990-dd22-4f0c-bd74-fad902173a68,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ngak tau bangsatnya dateng,1,0,12.1.1,2024-07-03 01:05:33,,,12.1.1
4c133807-d341-4ff5-b1dc-3fcb1f9cee10,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus,5,0,10.3.0,2024-07-03 01:01:04,,,10.3.0
98b1ceae-df1f-4466-a5c8-5e692f14f367,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Susah buat instal,1,0,,2024-07-03 01:00:15,,,
bd3586aa-3e92-44f3-ba62-7aa48e21655e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ok,5,0,12.1.1,2024-07-03 01:00:02,,,12.1.1
90df9653-578a-4481-a7d2-2cdad365a957,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tolong dong capcutnya jangan ada iklan klu mau ekspornya jadi susah mau nyimpan vidiionyaa,3,0,,2024-07-03 00:59:59,,,
515f03b1-4a5f-4f01-82f5-24be648a86aa,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus,5,0,12.0.0,2024-07-03 00:56:10,,,12.0.0
4e7ec859-45f9-425c-adb6-7adb5be8746a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"dulu bagus bagus aja apk nya aku jg sering pake karena mudah trs ringan , eh makin kesini makin banyak iklan , mau cobain template pun lama banget unduh nya pdhl jaringan lancar , tapi kalau eksplor Cepet lah kayak dlu, trs tolong dong minnn iklan nya kurangin",3,0,12.0.0,2024-07-03 00:52:10,,,12.0.0
6947ea3c-5df6-4cc0-8c3e-a2b71a7ebc38,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus,5,0,,2024-07-03 00:50:34,,,
21257eb0-f49d-4eb6-af85-c8601dcdb952,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Suka,2,0,12.0.0,2024-07-03 00:48:09,,,12.0.0
d774b1eb-32be-4167-83b9-a8fce48a5f4d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Jelek,3,0,,2024-07-03 00:47:22,,,
99cf828b-87c9-4cb8-b5a3-f298a5d21ab7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"saya masih bingung kenapa capcut pada perangkat saya selalu mengalami gagal koneksi internet, padahal internet saya stabil dan oke oke aja, dr pihak developer mungkin ada solusi?",1,0,,2024-07-03 00:43:43,,,
7f5bfe82-c122-4519-8814-d4f73aea6f8b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangat BERMANFAAT SEKALI,5,0,12.1.1,2024-07-03 00:43:21,,,12.1.1
fc5bd971-c079-4ce3-a998-98eb225a824f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Geme nya bagus 👍🏻,5,0,,2024-07-03 00:41:17,,,
53a22a9c-1bc6-4a06-b9be-6e8710017e50,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Capcut akhir akhir ini sering error, tiap buka apk nya lemot, kadang keluar sendiri",3,0,12.1.1,2024-07-03 00:41:00,,,12.1.1
fd60d3ab-ad81-415e-8feb-f4af5cd20fd4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Iklan berkeliaran dimana mana,1,0,8.8.1,2024-07-03 00:39:24,,,8.8.1
283c4de2-3598-4b21-a2be-61a012373025,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Ngeekspor vidio lain lancar, tapi pas ngeekspor vidio slowmo ko ga bisa?",4,0,5.1.0,2024-07-03 00:38:44,,,5.1.0
b446c18c-8747-41c9-b38a-1836a458faa7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasinya bagus ,aku kasih bintang 5",5,0,,2024-07-03 00:38:09,,,
48c53628-24f9-45f1-8f7d-425373912ea0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bikin mudah ngedit vidio,5,0,12.1.1,2024-07-03 00:38:07,,,12.1.1
5484a498-8083-4944-b9f1-2d7ca08814db,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Masi sering loading lama banget waktu memuat efek,4,0,,2024-07-03 00:32:05,,,
99defe15-41a8-45f5-9bc9-ddb12762ccc4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ok pake bangett 👌,5,0,12.1.1,2024-07-03 00:29:13,,,12.1.1
